日期,商品名称,订单量,订单金额
2/15/2026,购买订阅,396,12313.48
2/15/2026,购买消息扩容,574,12857.54
2/15/2026,升级订阅,105,3667.75
2/15/2026,成人认证,16,15.84
2/15/2026,折扣订阅,39,4630.72
2/15/2026,续费订阅,507,12826.16
2/15/2026,Pro畅聊包,102,5248.98
2/15/2026,购买消息,504,10799.51
2/15/2026,购买钻石,6,14.94
2/15/2026,会员延期,29,3548.61
2/15/2026,会员畅聊组合包,8,519.86
2/14/2026,购买订阅,402,11054.85
2/14/2026,升级订阅,123,3999.75
2/14/2026,购买消息扩容,448,9206.82
2/14/2026,成人认证,11,10.89
2/14/2026,折扣订阅,28,2990.31
2/14/2026,续费订阅,504,12202.55
2/14/2026,会员畅聊组合包,11,1094.72
2/14/2026,Pro畅聊包,121,5288.79
2/14/2026,购买消息,438,9390.67
2/14/2026,购买钻石,5,21.95
2/14/2026,会员延期,23,1112.55
2/13/2026,购买消息,402,8317.68
2/13/2026,Pro畅聊包,106,4818.94
2/13/2026,购买钻石,8,52.92
2/13/2026,会员延期,32,4037.24
2/13/2026,成人认证,13,12.87
2/13/2026,折扣订阅,23,2569.4
2/13/2026,续费订阅,486,11446.16
2/13/2026,会员畅聊组合包,9,609.87
2/13/2026,升级订阅,109,4896.41
2/13/2026,购买消息扩容,457,9747.53
2/13/2026,购买订阅,379,9794.32
2/12/2026,购买消息,368,7097.71
2/12/2026,Pro畅聊包,108,4598.92
2/12/2026,购买钻石,2,5.98
2/12/2026,会员畅聊组合包,15,869.79
2/12/2026,会员延期,20,1607.36
2/12/2026,成人认证,19,18.81
2/12/2026,折扣订阅,23,2674.01
2/12/2026,续费订阅,474,12528.23
2/12/2026,升级订阅,101,4446.51
2/12/2026,购买订阅,342,8084.04
2/12/2026,购买消息扩容,399,8751.43
2/11/2026,升级订阅,70,1831.29
2/11/2026,会员畅聊组合包,2,119.97
2/11/2026,购买订阅,313,10089.66
2/11/2026,会员延期,21,848.57
2/11/2026,Pro畅聊包,84,2799.16
2/11/2026,购买消息,334,6038.81
2/11/2026,购买消息扩容,405,8014.27
2/11/2026,购买钻石,3,2.97
2/11/2026,续费订阅,462,10858.34
2/11/2026,成人认证,13,12.87
2/11/2026,折扣订阅,24,3036.98
2/10/2026,升级订阅,98,6010.64
2/10/2026,会员畅聊组合包,13,1134.69
2/10/2026,购买订阅,367,10569.77
2/10/2026,会员延期,21,978.35
2/10/2026,Pro畅聊包,87,4239.13
2/10/2026,购买消息,381,7278.82
2/10/2026,购买钻石,15,23.85
2/10/2026,续费订阅,491,12486.17
2/10/2026,成人认证,16,15.84
2/10/2026,购买消息扩容,340,6834.24
2/10/2026,折扣订阅,18,2315.09
2/9/2026,续费订阅,425,11621
2/9/2026,成人认证,25,24.75
2/9/2026,购买消息扩容,558,12271.25
2/9/2026,折扣订阅,41,4273.68
2/9/2026,会员延期,27,6196.07
2/9/2026,购买消息,470,9153.6
2/9/2026,Pro畅聊包,132,6948.68
2/9/2026,购买钻石,3,6.97
2/9/2026,购买订阅,393,11222.93
2/9/2026,会员畅聊组合包,13,1809.82
2/9/2026,升级订阅,97,2819.67
2/8/2026,续费订阅,492,11203.58
2/8/2026,成人认证,15,14.85
2/8/2026,会员延期,15,3132.74
2/8/2026,购买消息,456,9024.52
2/8/2026,Pro畅聊包,50,2259.5
2/8/2026,购买钻石,3,15.97
2/8/2026,购买消息扩容,199,3212.14
2/8/2026,会员畅聊组合包,11,649.84
2/8/2026,购买订阅,340,10323.52
2/8/2026,升级订阅,83,2744.09
2/7/2026,会员延期,21,3119.46
2/7/2026,购买钻石,3,19.97
2/7/2026,购买消息,460,9656.44
2/7/2026,Pro畅聊包,50,3039.5
2/7/2026,续费订阅,463,11431.76
2/7/2026,会员畅聊组合包,12,1064.71
2/7/2026,成人认证,25,24.75
2/7/2026,升级订阅,84,3182.39
2/7/2026,购买消息扩容,199,3299.19
2/7/2026,购买订阅,357,11287.88
2/6/2026,会员延期,12,1034.66
2/6/2026,购买钻石,9,26.91
2/6/2026,会员畅聊组合包,11,1369.84
2/6/2026,购买消息,465,9826.36
2/6/2026,Pro畅聊包,55,2979.45
2/6/2026,续费订阅,499,12779.36
2/6/2026,成人认证,10,9.9
2/6/2026,升级订阅,87,3494.08
2/6/2026,购买订阅,335,11325.25
2/6/2026,购买消息扩容,180,3061.41
2/5/2026,购买消息扩容,204,3256.08
2/5/2026,购买订阅,336,9869.71
2/5/2026,升级订阅,86,2817.09
2/5/2026,续费订阅,595,16538.95
2/5/2026,成人认证,20,19.8
2/5/2026,会员延期,14,675.64
2/5/2026,购买钻石,7,15.93
2/5/2026,会员畅聊组合包,11,1034.71
2/5/2026,Pro畅聊包,51,3079.49
2/5/2026,购买消息,505,10277.34
2/4/2026,购买订阅,321,12325.64
2/4/2026,升级订阅,78,4249.68
2/4/2026,购买消息扩容,197,3201.1
2/4/2026,续费订阅,526,13156.89
2/4/2026,会员畅聊组合包,18,1577.74
2/4/2026,成人认证,11,10.89
2/4/2026,会员延期,21,1891.46
2/4/2026,购买钻石,3,15.97
2/4/2026,Pro畅聊包,53,2899.47
2/4/2026,购买消息,522,11163.39
2/3/2026,成人认证,17,16.83
2/3/2026,续费订阅,687,17578.47
2/3/2026,购买消息,509,10595.51
2/3/2026,Pro畅聊包,59,2879.41
2/3/2026,购买钻石,10,55.9
2/3/2026,购买消息扩容,195,3160.18
2/3/2026,会员延期,19,1176.48
2/3/2026,购买订阅,307,10613.79
2/3/2026,会员畅聊组合包,14,799.81
2/3/2026,升级订阅,87,2492.98
2/2/2026,成人认证,24,23.76
2/2/2026,续费订阅,600,15649.66
2/2/2026,购买消息扩容,228,3716.67
2/2/2026,购买消息,485,10013.55
2/2/2026,Pro畅聊包,57,3319.43
2/2/2026,购买钻石,2,5.98
2/2/2026,会员延期,13,755.65
2/2/2026,购买订阅,363,11056.58
2/2/2026,升级订阅,92,3260.74
2/2/2026,会员畅聊组合包,12,699.83
2/1/2026,升级订阅,99,3445.25
2/1/2026,会员畅聊组合包,17,921.79
2/1/2026,购买订阅,335,8058.89
2/1/2026,Pro畅聊包,65,2859.35
2/1/2026,购买消息,458,9355.56
2/1/2026,购买钻石,4,16.96
2/1/2026,会员延期,27,2136.4
2/1/2026,成人认证,21,20.79
2/1/2026,续费订阅,482,12204.01
2/1/2026,购买消息扩容,218,3330.89
1/31/2026,升级订阅,85,3242.88
1/31/2026,购买订阅,324,10528.22
1/31/2026,会员畅聊组合包,10,571.86
1/31/2026,Pro畅聊包,39,1559.61
1/31/2026,购买消息,410,8319.51
1/31/2026,购买钻石,5,26.95
1/31/2026,购买消息扩容,203,3751.25
1/31/2026,会员延期,18,844.38
1/31/2026,成人认证,15,14.85
1/31/2026,续费订阅,430,10236.64
1/30/2026,购买订阅,390,14725.29
1/30/2026,升级订阅,105,4882.31
1/30/2026,购买消息扩容,209,3552.17
1/30/2026,成人认证,8,7.92
1/30/2026,会员畅聊组合包,12,779.83
1/30/2026,续费订阅,445,12094.91
1/30/2026,购买钻石,4,30.96
1/30/2026,Pro畅聊包,50,2779.5
1/30/2026,购买消息,517,10764.4
1/30/2026,会员延期,18,1108.71
1/29/2026,购买订阅,298,9117.32
1/29/2026,购买消息扩容,221,3644.85
1/29/2026,升级订阅,109,4178.13
1/29/2026,成人认证,15,14.85
1/29/2026,续费订阅,480,13466.41
1/29/2026,购买钻石,1,0.99
1/29/2026,Pro畅聊包,64,2819.36
1/29/2026,购买消息,522,10620.54
1/29/2026,会员畅聊组合包,17,909.8
1/29/2026,会员延期,16,1889.62
1/28/2026,购买钻石,4,11.96
1/28/2026,购买消息,505,9753.39
1/28/2026,Pro畅聊包,70,3319.3
1/28/2026,会员延期,19,1582.59
1/28/2026,会员畅聊组合包,13,1114.7
1/28/2026,成人认证,14,13.86
1/28/2026,续费订阅,475,15237.11
1/28/2026,升级订阅,82,2976.41
1/28/2026,购买订阅,302,7375.46
1/28/2026,购买消息扩容,253,4188.46
1/27/2026,购买钻石,2,1.98
1/27/2026,购买消息,420,8051.39
1/27/2026,Pro畅聊包,48,1919.52
1/27/2026,会员延期,10,470.79
1/27/2026,成人认证,20,19.8
1/27/2026,会员畅聊组合包,16,891.79
1/27/2026,续费订阅,465,11759.69
1/27/2026,升级订阅,90,4334.64
1/27/2026,购买消息扩容,231,3326.66
1/27/2026,购买订阅,282,8094.42
1/26/2026,升级订阅,95,4706.43
1/26/2026,购买订阅,357,12142.79
1/26/2026,会员畅聊组合包,11,994.73
1/26/2026,会员延期,12,624.77
1/26/2026,购买消息,528,8227.35
1/26/2026,Pro畅聊包,49,3519.51
1/26/2026,购买钻石,2,1.98
1/26/2026,购买消息扩容,219,3550.82
1/26/2026,续费订阅,595,14150.34
1/26/2026,成人认证,17,16.83
1/25/2026,升级订阅,92,2984
1/25/2026,会员畅聊组合包,10,1386.78
1/25/2026,购买订阅,310,9838.12
1/25/2026,会员延期,12,1244.77
1/25/2026,购买消息,531,8653.25
1/25/2026,Pro畅聊包,46,2099.54
1/25/2026,购买钻石,1,0.99
1/25/2026,续费订阅,500,11992.53
1/25/2026,成人认证,22,21.78
1/25/2026,购买消息扩容,261,4001.12
1/24/2026,续费订阅,441,10977.28
1/24/2026,成人认证,19,18.81
1/24/2026,购买消息扩容,221,3743.84
1/24/2026,会员延期,15,1379.74
1/24/2026,Pro畅聊包,58,2839.42
1/24/2026,购买消息,525,8324.29
1/24/2026,购买钻石,3,20.97
1/24/2026,购买订阅,297,8455.32
1/24/2026,升级订阅,110,2944.56
1/24/2026,会员畅聊组合包,14,1140.7
1/23/2026,续费订阅,448,11719.27
1/23/2026,成人认证,17,16.83
1/23/2026,会员延期,12,664.88
1/23/2026,Pro畅聊包,65,4159.35
1/23/2026,购买消息,556,8776.19
1/23/2026,购买钻石,2,14.98
1/23/2026,购买消息扩容,211,3648.9
1/23/2026,会员畅聊组合包,11,974.74
1/23/2026,购买订阅,319,9383.38
1/23/2026,升级订阅,97,3122.38
1/22/2026,会员延期,20,2727.69
1/22/2026,购买钻石,3,19.97
1/22/2026,Pro畅聊包,53,2899.47
1/22/2026,购买消息,497,7947.25
1/22/2026,续费订阅,558,14468.14
1/22/2026,会员畅聊组合包,15,961.78
1/22/2026,成人认证,23,22.77
1/22/2026,升级订阅,103,3134.12
1/22/2026,购买消息扩容,234,3538.67
1/22/2026,购买订阅,312,8363.52
1/21/2026,会员延期,13,658.54
1/21/2026,会员畅聊组合包,17,1029.74
1/21/2026,购买钻石,2,10.98
1/21/2026,Pro畅聊包,48,2439.52
1/21/2026,购买消息,506,8029.43
1/21/2026,续费订阅,524,11740.58
1/21/2026,成人认证,20,19.8
1/21/2026,升级订阅,107,3550.88
1/21/2026,购买消息扩容,211,3282.97
1/21/2026,购买订阅,269,9908
1/20/2026,购买消息扩容,238,3970.16
1/20/2026,购买订阅,281,7871.33
1/20/2026,升级订阅,115,4690.03
1/20/2026,续费订阅,447,11443.16
1/20/2026,成人认证,11,10.89
1/20/2026,会员延期,14,525.86
1/20/2026,购买钻石,2,10.98
1/20/2026,会员畅聊组合包,14,891.84
1/20/2026,购买消息,499,8156.22
1/20/2026,Pro畅聊包,51,2039.49
1/19/2026,购买订阅,309,10093.98
1/19/2026,购买消息扩容,213,3664
1/19/2026,升级订阅,111,3062.97
1/19/2026,续费订阅,528,12895.13
1/19/2026,会员畅聊组合包,16,1609.56
1/19/2026,成人认证,21,20.79
1/19/2026,会员延期,16,1296.62
1/19/2026,购买钻石,2,5.98
1/19/2026,购买消息,477,7567.34
1/19/2026,Pro畅聊包,39,1559.61
1/18/2026,成人认证,16,15.84
1/18/2026,续费订阅,509,13071.45
1/18/2026,Pro畅聊包,51,2559.49
1/18/2026,购买消息,544,8541.48
1/18/2026,购买消息扩容,233,3917.69
1/18/2026,会员延期,7,1327.71
1/18/2026,购买订阅,289,7359.47
1/18/2026,会员畅聊组合包,14,989.81
1/18/2026,升级订阅,93,2672.63
1/17/2026,成人认证,18,17.82
1/17/2026,续费订阅,441,10643.26
1/17/2026,购买消息扩容,194,3426.47
1/17/2026,Pro畅聊包,57,2539.43
1/17/2026,购买消息,490,8028.49
1/17/2026,购买钻石,4,15.96
1/17/2026,会员延期,8,549.81
1/17/2026,购买订阅,279,9815.59
1/17/2026,升级订阅,100,3658.51
1/17/2026,会员畅聊组合包,15,1459.76
1/16/2026,升级订阅,98,3468.34
1/16/2026,会员畅聊组合包,20,1709.71
1/16/2026,购买订阅,337,9885.71
1/16/2026,购买消息,533,8614.34
1/16/2026,Pro畅聊包,43,2499.57
1/16/2026,购买钻石,5,13.95
1/16/2026,会员延期,13,705.76
1/16/2026,成人认证,30,29.7
1/16/2026,续费订阅,540,13262.01
1/16/2026,购买消息扩容,211,3462.15
1/15/2026,升级订阅,89,5769.33
1/15/2026,购买订阅,296,8928.69
1/15/2026,会员畅聊组合包,20,1219.69
1/15/2026,购买消息,489,7925.51
1/15/2026,Pro畅聊包,45,2839.55
1/15/2026,购买钻石,1,4.99
1/15/2026,购买消息扩容,241,3611.49
1/15/2026,会员延期,19,2895.7
1/15/2026,成人认证,17,16.83
1/15/2026,续费订阅,525,13183.83
1/14/2026,购买订阅,287,7829.41
1/14/2026,升级订阅,80,2726.3
1/14/2026,购买消息扩容,201,3490.24
1/14/2026,成人认证,13,12.87
1/14/2026,会员畅聊组合包,12,1044.72
1/14/2026,续费订阅,517,12775.32
1/14/2026,购买钻石,5,17.95
1/14/2026,购买消息,472,7927.47
1/14/2026,Pro畅聊包,43,2499.57
1/14/2026,会员延期,10,1081.35
1/13/2026,购买订阅,298,7356.34
1/13/2026,购买消息扩容,198,3364.33
1/13/2026,升级订阅,84,3025.52
1/13/2026,成人认证,17,16.83
1/13/2026,续费订阅,488,11289.88
1/13/2026,购买钻石,5,30.95
1/13/2026,购买消息,459,7355.4
1/13/2026,Pro畅聊包,49,2999.51
1/13/2026,会员畅聊组合包,10,579.86
1/13/2026,会员延期,11,739.67
1/12/2026,购买钻石,2,5.98
1/12/2026,Pro畅聊包,49,3259.51
1/12/2026,购买消息,495,8117.47
1/12/2026,会员畅聊组合包,12,699.83
1/12/2026,会员延期,14,2943.42
1/12/2026,成人认证,22,21.78
1/12/2026,续费订阅,490,11661.47
1/12/2026,升级订阅,72,2941.87
1/12/2026,购买订阅,312,8166.16
1/12/2026,购买消息扩容,188,2861.48
1/11/2026,购买钻石,3,15.97
1/11/2026,Pro畅聊包,35,2439.65
1/11/2026,购买消息,553,8725.33
1/11/2026,会员延期,14,726.75
1/11/2026,成人认证,16,15.84
1/11/2026,会员畅聊组合包,12,1004.74
1/11/2026,续费订阅,537,13103.43
1/11/2026,升级订阅,86,3080.55
1/11/2026,购买消息扩容,206,3208.18
1/11/2026,购买订阅,302,9653.98
1/10/2026,会员畅聊组合包,11,1718.71
1/10/2026,升级订阅,80,2499.95
1/10/2026,购买订阅,311,9155.85
1/10/2026,会员延期,18,1903.6
1/10/2026,购买钻石,3,15.97
1/10/2026,购买消息,471,7852.54
1/10/2026,Pro畅聊包,35,1659.65
1/10/2026,续费订阅,405,11361.58
1/10/2026,购买消息扩容,204,3317.33
1/10/2026,成人认证,12,11.88
1/9/2026,升级订阅,79,2381.92
1/9/2026,会员畅聊组合包,12,1919.61
1/9/2026,购买订阅,306,9006.32
1/9/2026,会员延期,20,1312.58
1/9/2026,购买消息扩容,210,3318.09
1/9/2026,购买钻石,4,39.96
1/9/2026,购买消息,528,8619.28
1/9/2026,Pro畅聊包,53,2899.47
1/9/2026,续费订阅,495,12109.1
1/9/2026,成人认证,21,20.79
1/8/2026,续费订阅,521,12428.35
1/8/2026,成人认证,20,19.8
1/8/2026,会员延期,18,1880.61
1/8/2026,购买消息扩容,207,3308.25
1/8/2026,购买钻石,5,8.95
1/8/2026,Pro畅聊包,42,2719.58
1/8/2026,购买消息,479,7861.43
1/8/2026,购买订阅,298,8009.6
1/8/2026,会员畅聊组合包,13,1090.71
1/8/2026,升级订阅,110,4111
1/7/2026,续费订阅,539,12995.5
1/7/2026,购买消息扩容,203,3178.38
1/7/2026,成人认证,21,20.79
1/7/2026,会员延期,16,759.62
1/7/2026,购买钻石,4,11.96
1/7/2026,Pro畅聊包,47,2659.53
1/7/2026,购买消息,494,7987.44
1/7/2026,购买订阅,295,10481.41
1/7/2026,会员畅聊组合包,15,1415.78
1/7/2026,升级订阅,103,3559.46
1/6/2026,会员延期,18,887.82
1/6/2026,Pro畅聊包,56,3019.44
1/6/2026,购买消息,527,8310.24
1/6/2026,购买钻石,3,6.97
1/6/2026,会员畅聊组合包,13,1339.79
1/6/2026,续费订阅,570,13899.07
1/6/2026,成人认证,22,21.78
1/6/2026,升级订阅,124,4744.25
1/6/2026,购买订阅,320,8821.11
1/6/2026,购买消息扩容,230,3944.68
1/5/2026,会员延期,26,991.52
1/5/2026,Pro畅聊包,47,2399.53
1/5/2026,购买消息,529,8280.35
1/5/2026,购买钻石,7,19.93
1/5/2026,续费订阅,527,12103.8
1/5/2026,成人认证,28,27.72
1/5/2026,会员畅聊组合包,14,1541.56
1/5/2026,升级订阅,103,3614.85
1/5/2026,购买消息扩容,199,3160.36
1/5/2026,购买订阅,357,11889.88
1/4/2026,购买订阅,294,11079.7
1/4/2026,购买消息扩容,211,3254.16
1/4/2026,升级订阅,108,5317.9
1/4/2026,续费订阅,558,13423.79
1/4/2026,成人认证,16,15.84
1/4/2026,会员畅聊组合包,10,595.85
1/4/2026,会员延期,28,3190.5
1/4/2026,购买消息,506,8022.31
1/4/2026,Pro畅聊包,68,3239.32
1/4/2026,购买钻石,10,67.9
1/3/2026,购买订阅,314,9527.72
1/3/2026,购买消息扩容,213,3582.03
1/3/2026,升级订阅,108,4287.89
1/3/2026,续费订阅,581,15497.03
1/3/2026,成人认证,22,21.78
1/3/2026,会员延期,17,1276.39
1/3/2026,购买消息,522,8453.28
1/3/2026,Pro畅聊包,59,2619.41
1/3/2026,购买钻石,6,36.94
1/3/2026,会员畅聊组合包,13,1050.73
1/2/2026,折扣订阅,3,55.87
1/2/2026,成人认证,27,26.73
1/2/2026,购买消息扩容,231,3679.65
1/2/2026,续费订阅,604,15894.27
1/2/2026,购买钻石,5,31.95
1/2/2026,Pro畅聊包,52,2599.48
1/2/2026,购买消息,503,8140.27
1/2/2026,会员延期,22,2244.34
1/2/2026,购买订阅,333,8594.91
1/2/2026,升级订阅,117,4167.9
1/2/2026,会员畅聊组合包,14,1104.72
1/1/2026,折扣订阅,187,5464.29
1/1/2026,成人认证,23,22.77
1/1/2026,续费订阅,529,13633.88
1/1/2026,购买钻石,3,6.97
1/1/2026,Pro畅聊包,77,4379.23
1/1/2026,购买消息,544,8741.17
1/1/2026,会员延期,21,1271.68
1/1/2026,购买消息扩容,183,2927.64
1/1/2026,购买订阅,265,8767.74
1/1/2026,会员畅聊组合包,21,1514.62
1/1/2026,升级订阅,130,4360.64
12/31/2025,升级订阅,101,4032.59
12/31/2025,购买订阅,211,7596.87
12/31/2025,会员畅聊组合包,11,1540.72
12/31/2025,购买钻石,12,59.88
12/31/2025,购买消息,486,7885.2
12/31/2025,Pro畅聊包,52,3639.48
12/31/2025,购买消息扩容,172,2688.86
12/31/2025,会员延期,28,1707.95
12/31/2025,折扣订阅,158,3920.61
12/31/2025,成人认证,19,18.81
12/31/2025,续费订阅,283,6941.15
12/30/2025,升级订阅,94,4518.48
12/30/2025,会员畅聊组合包,16,899.79
12/30/2025,购买订阅,267,8801.19
12/30/2025,购买钻石,4,29.96
12/30/2025,购买消息,511,8041.4
12/30/2025,Pro畅聊包,65,3639.35
12/30/2025,会员延期,15,1144.75
12/30/2025,折扣订阅,178,4359.02
12/30/2025,成人认证,32,31.68
12/30/2025,购买消息扩容,226,3415.81
12/30/2025,续费订阅,429,12083.6
12/29/2025,购买订阅,213,6607.38
12/29/2025,购买消息扩容,201,3268.19
12/29/2025,升级订阅,102,3513.05
12/29/2025,成人认证,27,26.73
12/29/2025,折扣订阅,174,5453.2
12/29/2025,续费订阅,452,9798.85
12/29/2025,购买消息,514,8452.23
12/29/2025,Pro畅聊包,64,2819.36
12/29/2025,购买钻石,5,21.95
12/29/2025,会员延期,23,1435.66
12/29/2025,会员畅聊组合包,8,455.89
12/28/2025,购买订阅,257,6995.13
12/28/2025,升级订阅,100,4713.56
12/28/2025,购买消息扩容,214,3311.99
12/28/2025,成人认证,30,29.7
12/28/2025,折扣订阅,164,4506.21
12/28/2025,续费订阅,462,11721.35
12/28/2025,会员畅聊组合包,17,1904.63
12/28/2025,购买消息,511,8060.26
12/28/2025,Pro畅聊包,61,3219.39
12/28/2025,购买钻石,1,0.99
12/28/2025,会员延期,14,1284.42
12/27/2025,Pro畅聊包,40,2639.6
12/27/2025,购买消息,537,8842.34
12/27/2025,购买钻石,3,20.97
12/27/2025,会员延期,12,2028.88
12/27/2025,成人认证,24,23.76
12/27/2025,折扣订阅,196,4309.61
12/27/2025,续费订阅,483,11397.66
12/27/2025,会员畅聊组合包,14,1144.7
12/27/2025,升级订阅,106,3105.85
12/27/2025,购买消息扩容,233,3409.71
12/27/2025,购买订阅,242,7683.64
12/26/2025,Pro畅聊包,61,3999.39
12/26/2025,购买消息,524,8668.33
12/26/2025,购买钻石,2,14.98
12/26/2025,会员延期,14,865.75
12/26/2025,会员畅聊组合包,17,1535.75
12/26/2025,成人认证,33,32.67
12/26/2025,折扣订阅,192,4847.32
12/26/2025,续费订阅,490,11707.3
12/26/2025,升级订阅,101,4858.55
12/26/2025,购买订阅,213,5899.39
12/26/2025,购买消息扩容,219,3201.92
12/25/2025,折扣订阅,193,4377.63
12/25/2025,会员畅聊组合包,8,804.78
12/25/2025,成人认证,27,26.73
12/25/2025,续费订阅,476,12498.41
12/25/2025,购买钻石,2,19.98
12/25/2025,购买消息,438,7323.47
12/25/2025,Pro畅聊包,52,3119.48
12/25/2025,会员延期,14,1566.75
12/25/2025,购买订阅,206,5507.42
12/25/2025,升级订阅,87,2597.14
12/25/2025,购买消息扩容,190,3090.46
12/24/2025,折扣订阅,175,5006.39
12/24/2025,成人认证,34,33.66
12/24/2025,续费订阅,489,11862.82
12/24/2025,购买钻石,9,53.91
12/24/2025,会员畅聊组合包,10,555.87
12/24/2025,购买消息,459,7373.45
12/24/2025,Pro畅聊包,61,3479.39
12/24/2025,会员延期,11,844.67
12/24/2025,购买订阅,199,6062.41
12/24/2025,购买消息扩容,197,3290.4
12/24/2025,升级订阅,85,4108.75
12/23/2025,升级订阅,103,2601.13
12/23/2025,购买消息扩容,187,2873.47
12/23/2025,购买订阅,216,6480.66
12/23/2025,购买钻石,3,6.97
12/23/2025,会员畅聊组合包,12,679.84
12/23/2025,Pro畅聊包,54,2939.46
12/23/2025,购买消息,483,7494.54
12/23/2025,会员延期,12,596.88
12/23/2025,折扣订阅,216,4653.9
12/23/2025,成人认证,23,22.77
12/23/2025,续费订阅,512,13572.16
12/22/2025,升级订阅,96,2971.5
12/22/2025,购买消息扩容,217,3735.98
12/22/2025,购买订阅,218,8308.85
12/22/2025,购买钻石,1,4.99
12/22/2025,Pro畅聊包,49,2739.51
12/22/2025,购买消息,511,8047.29
12/22/2025,会员延期,13,392.87
12/22/2025,折扣订阅,292,5623.88
12/22/2025,会员畅聊组合包,10,595.85
12/22/2025,成人认证,18,17.82
12/22/2025,续费订阅,463,11285.45
12/21/2025,会员畅聊组合包,17,969.77
12/21/2025,购买订阅,268,9788.53
12/21/2025,升级订阅,94,4115.17
12/21/2025,成人认证,13,12.87
12/21/2025,续费订阅,496,12482.15
12/21/2025,Pro畅聊包,40,2379.6
12/21/2025,购买消息,457,7164.28
12/21/2025,购买消息扩容,173,3036.72
12/21/2025,购买钻石,6,40.94
12/21/2025,会员延期,13,1069.54
12/20/2025,购买订阅,269,8638.1
12/20/2025,升级订阅,85,2774.01
12/20/2025,会员畅聊组合包,13,1054.75
12/20/2025,成人认证,17,16.83
12/20/2025,购买消息扩容,180,2740.68
12/20/2025,续费订阅,503,13262.01
12/20/2025,Pro畅聊包,39,1819.61
12/20/2025,购买消息,438,7145.38
12/20/2025,购买钻石,2,10.98
12/20/2025,会员延期,16,1095.84
12/19/2025,购买消息,475,7814.58
12/19/2025,Pro畅聊包,41,1899.59
12/19/2025,购买钻石,3,20.97
12/19/2025,会员延期,13,1635.55
12/19/2025,成人认证,19,18.81
12/19/2025,购买消息扩容,211,3359.12
12/19/2025,续费订阅,528,13006.14
12/19/2025,会员畅聊组合包,11,605.86
12/19/2025,升级订阅,103,5059.36
12/19/2025,购买订阅,295,9528.94
12/18/2025,购买消息,444,7047.45
12/18/2025,Pro畅聊包,43,1979.57
12/18/2025,购买钻石,1,9.99
12/18/2025,购买消息扩容,189,3027.52
12/18/2025,会员延期,14,779.76
12/18/2025,成人认证,10,9.9
12/18/2025,续费订阅,474,12589.58
12/18/2025,升级订阅,84,3609.55
12/18/2025,会员畅聊组合包,14,1264.68
12/18/2025,购买订阅,285,7381.99
12/17/2025,购买消息扩容,186,3141.49
12/17/2025,升级订阅,89,3280.03
12/17/2025,购买订阅,235,6543.08
12/17/2025,会员延期,11,466.78
12/17/2025,购买钻石,7,51.93
12/17/2025,Pro畅聊包,26,1559.74
12/17/2025,购买消息,433,7132.5
12/17/2025,会员畅聊组合包,8,495.87
12/17/2025,续费订阅,497,11971.64
12/17/2025,成人认证,19,18.81
12/16/2025,升级订阅,83,2697.08
12/16/2025,购买消息扩容,212,3652.03
12/16/2025,购买订阅,286,8391.93
12/16/2025,会员畅聊组合包,12,1245.82
12/16/2025,会员延期,16,1757.62
12/16/2025,购买钻石,1,0.99
12/16/2025,Pro畅聊包,40,1599.6
12/16/2025,购买消息,413,6355.51
12/16/2025,续费订阅,561,13630.67
12/16/2025,成人认证,13,12.87
12/15/2025,续费订阅,531,12840.8
12/15/2025,成人认证,18,17.82
12/15/2025,会员延期,12,412.66
12/15/2025,会员畅聊组合包,13,1106.7
12/15/2025,购买钻石,3,20.97
12/15/2025,购买消息,438,6640.5
12/15/2025,Pro畅聊包,44,1759.56
12/15/2025,购买消息扩容,229,3455.82
12/15/2025,购买订阅,274,7218.13
12/15/2025,升级订阅,81,3397.2
12/14/2025,会员畅聊组合包,15,1415.78
12/14/2025,续费订阅,467,11021.74
12/14/2025,成人认证,17,16.83
12/14/2025,会员延期,8,266.81
12/14/2025,购买钻石,9,47.91
12/14/2025,购买消息,444,7030.43
12/14/2025,Pro畅聊包,37,1999.63
12/14/2025,购买订阅,294,6367.99
12/14/2025,购买消息扩容,171,2867.91
12/14/2025,升级订阅,108,4691.02
12/13/2025,购买消息扩容,168,2418.86
12/13/2025,会员延期,9,549.8
12/13/2025,购买消息,399,6280.63
12/13/2025,Pro畅聊包,36,2219.64
12/13/2025,购买钻石,5,13.95
12/13/2025,续费订阅,476,11197.57
12/13/2025,成人认证,16,15.84
12/13/2025,升级订阅,107,3470.68
12/13/2025,会员畅聊组合包,7,345.93
12/13/2025,购买订阅,274,8497.79
12/12/2025,会员延期,21,1033.13
12/12/2025,购买消息,429,6711.46
12/12/2025,Pro畅聊包,45,2579.55
12/12/2025,购买钻石,5,26.95
12/12/2025,续费订阅,532,12911.19
12/12/2025,购买消息扩容,180,2961.63
12/12/2025,成人认证,23,22.77
12/12/2025,会员畅聊组合包,21,1686.57
12/12/2025,升级订阅,105,2906.24
12/12/2025,购买订阅,280,7304.26
12/11/2025,购买订阅,294,7330.44
12/11/2025,会员畅聊组合包,7,1989.89
12/11/2025,升级订阅,82,4172.59
12/11/2025,续费订阅,401,9571.4
12/11/2025,购买消息扩容,167,2496.91
12/11/2025,成人认证,13,12.87
12/11/2025,会员延期,16,352.62
12/11/2025,Pro畅聊包,37,1479.63
12/11/2025,购买消息,387,6119.61
12/11/2025,购买钻石,1,9.99
